,SwisNo,UnitNo,SiteName,CountyID,County,Operator,Location,PlaceName,Zip,EnforAgent,Owner,Category,Activity,RegStatus,OpStatus,Latitude,Longitude,SiteID,UnitID
573,35-AA-0024,1,Chapin Plant 25 -Chapin Ready Mix,35,San Benito,"Don Chapin Company, Inc.",2735 Bolsa Road,Hollister                               ,95023,CalRecycle Enforcement Agency,Red Tree Properties,Transfer/Processing,Inert Debris Type A Proc. Operation,Notification                       ,Active,36.894090000000006,-121.42251,10609,10910
579,16-AA-0027,1,"Chemical Waste Management, Inc.Unit B-17",16,Kings,"Chemical Waste Management, Inc.",35251 Old Skyline Road,Kettleman City                          ,93239,County of Kings                         ,"Waste Management, Inc.",Disposal,Solid Waste Landfill,Permitted                          ,Active,35.95904,-120.01606000000001,10641,10983
582,32-AA-0009,1,Chester Sanitary Landfill,32,Plumas,County Of Plumas Public Works Department,Cnty Rd. 322 Off Hwy 36 East Of Chester,Chester                                 ,96020,County of Plumas,County Of Plumas Public Works Department,Disposal,Solid Waste Landfill,Permitted                          ,Active,40.32667,-121.13833000000001,2884,2917
583,32-AA-0022,1,Chester/Lake Almanor Solid Waste T.S.,32,Plumas,Feather River Disposal,Hwy 36 & County Road 322- 4 Mi E Chester,Chester                                 ,96020,County of Plumas,County Of Plumas,Transfer/Processing,Medium Volume Transfer/Proc Fac    ,Permitted                          ,Active,40.30615,-121.14326000000001,2891,2924
589,40-AA-0008,1,Chicago Grade Landfill,40,San Luis Obispo,"Chicago Grade Landfill, Inc.",2290 Homestead Road,Templeton                               ,93465,CalRecycle Enforcement Agency,"Chicago Grade Landfill, Inc.",Disposal,Solid Waste Landfill,Permitted                          ,Active,35.52333,-120.63028,4101,4154
590,40-AA-0008,4,Chicago Grade Landfill,40,San Luis Obispo,"Chicago Grade Landfill, Inc.",2290 Homestead Road,Templeton                               ,93465,CalRecycle Enforcement Agency,"Chicago Grade Landfill, Inc.",Transfer/Processing,Large Vol CDI Debris Proc. Facility,Permitted                          ,Active,35.52333,-120.63028,4101,11207
591,40-AA-0008,2,Chicago Grade Landfill,40,San Luis Obispo,"Chicago Grade Landfill, Inc.",2290 Homestead Road,Templeton                               ,93465,CalRecycle Enforcement Agency,"Chicago Grade Landfill, Inc.",Waste Tire Site,Waste Tire Location                ,Permitted                          ,Active,35.52333,-120.63028,4101,10201
593,04-AC-0020,1,Chico Greenwaste Composting Facility,4,Butte,North Valley Disposal,Chico Muni Airport; End Of Cohasset Rd,Chico                                   ,95973,County of Butte,City Of Chico                           ,Composting,Composting Operation (Green Waste) ,Notification                       ,Active,39.78861,-121.84638999999999,144,147
599,36-AA-0447,1,Chino Valley Rock,36,San Bernardino,"DeLaura, Brigitte",13434 Ontario Avenue,Ontario                                 ,91761,County of San Bernardino                ,"Ontario Land Investment, LLC",Transfer/Processing,Inert Debris Type A Proc. Operation,Notification                       ,Active,34.011590000000005,-117.60231999999999,10746,11153
601,19-AA-0052,1,Chiquita Canyon Sanitary Landfill,19,Los Angeles,"Chiquita Canyon, Inc.",29201 Henry Mayo Drive,Castaic                                 ,91384,County of Los Angeles,"Chiquita Canyon, Inc.",Disposal,Solid Waste Landfill,Permitted                          ,Active,34.4295,-118.64661000000001,1381,1408
605,33-AA-0290,1,Chuckawalla Valley State Prison Rasp Fac,33,Riverside,State Of Calif/Dept Of Corrections      ,Wiley Well Road,Blythe                                  ,92225,County of Riverside,State Of Calif/Dept Of Corrections      ,Transfer/Processing,Medium Volume Transfer/Proc Fac    ,Permitted                          ,Active,33.56535,-114.90655,3022,3055
606,37-AA-0980,1,Chula Vista LVTO,37,San Diego,Caltrans Region 2,570 C St.,Chula Vista                             ,91910,County of San Diego                     ,Caltrans,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,32.64828,-117.09486000000001,11103,11630
612,19-AR-1236,1,City Fibers - LA Plant No. 2,19,Los Angeles,"Jones, Todd",2545 East 25th Street,Los Angeles (City)                      ,90058,City of Los Angeles,City Fibers,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,34.01592,-118.2289,10833,11284
613,19-AR-1235,1,City Fibers -West Valley Plant,19,Los Angeles,"Jones, Todd",16714 Schoenborn Street,Los Angeles (City)                      ,91343,City of Los Angeles,City Fibers,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,34.22215,-118.49662,10832,11283
616,12-AA-0101,1,City Of Arcata Compost Facility,12,Humboldt,"City Of Arcata, Env. Ser. Dept.         ",600 South `G` Street,Arcata                                  ,95521,County of Humboldt,"City Of Arcata, Env. Ser. Dept.         ",Composting,Biosolids Composting at POTWs,Notification                       ,Active,40.85105,-124.08015,720,729
618,30-AB-0407,1,City of Brea Service Center LVTO,30,Orange,City of Brea,545 North Berry Street,Brea                                    ,92821,County of Orange                        ,City of Brea,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.926590000000004,-117.9082,10808,11249
619,36-AA-0425,1,City of Claremont Community Services Dep,36,San Bernardino,City of Claremont,1616 North Monte Vista Ave,Upland                                  ,91786,County of San Bernardino                ,City of Claremont,Transfer/Processing,Medium Volume Transfer/Proc Fac    ,Permitted                          ,Active,34.11372,-117.69682,10538,10801
620,10-AA-0004,1,City Of Clovis Landfill,10,Fresno,City Of Clovis,15679 Auberry Road,Fresno                                  ,93626,County of Fresno                        ,City Of Clovis,Disposal,Solid Waste Landfill,Permitted                          ,Active,36.943000000000005,-119.685,422,429
622,19-AA-1046,1,City of Compton Maintenance Yard,19,Los Angeles,City Of Compton,458 South Alameda,Compton                                 ,90220,County of Los Angeles,City Of Compton,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.89286,-118.21914,10068,10082
624,52-AA-0029,1,City of Corning Greenwaste Site,52,Tehama,City of Corning,Carona Rd. and Rawson Rd.,Corning                                 ,96021,County of Tehama                        ,City of Corning,Composting,Composting Operation (Green Waste) ,Notification                       ,Active,39.92389,-122.2145,11045,11562
625,30-AB-0408,1,City of Costa Mesa Corporation Yard,30,Orange,City of Costa Masa,2310 PLacentia Avenue,Costa Mesa                              ,92622,County of Orange                        ,City of Costa Masa,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.65974,-117.9329,10812,11253
626,30-AB-0411,1,City of Cypress Maintenance Yard LVTSOp,30,Orange,City of Cypress Public Works Dept.,5285 Cypress Street,Cypress                                 ,90630,County of Orange                        ,City of Cypress Public Works Dept.,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.83452,-118.04073999999999,10844,11294
628,12-AA-0119,1,City of Fortuna Wastewater Treatment Plt,12,Humboldt,City of Fortuna Wastewater Treatment Pla,180 Dinsmore Drive,Fortuna                                 ,95540,County of Humboldt,City of Fortuna Wastewater Treatment Pla,Composting,Biosolids Composting at POTWs,Notification                       ,Active,40.59037,-124.1577,10738,11140
629,30-AB-0410,1,City of Fullerton Maintenance Ser. Dept.,30,Orange,City of Fullerton Main..Ser. Dept.,1580 West Commonwealth Avenue,Fullerton                               ,92833-2728,County of Orange                        ,City of Fullerton Main..Ser. Dept.,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.52124,-117.57009,10838,11288
631,19-AA-1094,1,City of Glendale Brand Park T.S.,19,Los Angeles,City of Glendale Parksand Recreation,1602 west Mountain Street,Glendale                                ,91201,County of Los Angeles,City of Glendale Parksand Recreation,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,34.183040000000005,-118.27678999999999,10700,11076
632,19-AA-1059,1,City of Glendale Corporation Yard,19,Los Angeles,"City of Glendale, Public Works",541 Chevy Chase Blvd.,Glendale                                ,91204,County of Los Angeles,"City of Glendale, Public Works",Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,34.13388,-118.26471000000001,10368,10574
633,19-AA-1130,1,City of Glendale MRF and TS,19,Los Angeles,Allan Company,540 W. Chevy Chase Dr.,Glendale                                ,91204,County of Los Angeles,City of Glendale,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,34.132940000000005,-118.26376,11285,11865
634,30-AB-0428,1,City of Huntington Beach # 2-LVTOp.,30,Orange,City of Huntington Beach,17371 Gothard Street,Huntington Beach                        ,92647,County of Orange                        ,City of Huntington Beach,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.709759999999996,-117.9995,10882,11347
636,30-AB-0418,1,"City of Huntington Beach, P.W.Yard",30,Orange,City of Huntington Beach,17581 Gothard Street,Huntington Beach                        ,92647,County of Orange                        ,City of Huntington Beach,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.7076,-118.001,10859,11310
638,19-AA-0067,1,City Of Inglewood Transfer Station,19,Los Angeles,City Of Inglewood                       ,222 West Beach Avenue,Inglewood                               ,90302,County of Los Angeles,City Of Inglewood                       ,Transfer/Processing,Medium Volume Transfer/Proc Fac    ,Permitted                          ,Active,33.967290000000006,-118.35611999999999,1394,1422
639,30-AB-0429,1,City of Irvine Op.Support Fac. LVT Op.,30,Orange,City of Irvine,6427 Oak Canyon,Irvine                                  ,92618,County of Orange                        ,City of Irvine,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.67642,-117.7635,10883,11348
640,19-AA-1080,1,City of Irwindale Limited TS Operation,19,Los Angeles,"City of Irwindale, Public Works Dept.",4342 Alderson Avenue,Irwindale                               ,91706,County of Los Angeles,"City of Irwindale, Public Works Dept.",Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,34.09166,-117.95421,10622,10949
642,10-AA-0204,1,City of Kingburg Corpation Yard,10,Fresno,"City of Kingsburg, Public Works Dept.",1200 Kern Street,Kingsburg                               ,93631,County of Fresno                        ,City of Kingsburg,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,36.51014,-119.55382,10655,11003
643,30-AB-0412,1,City of La Habra Public Work Dept.,30,Orange,City of La Harba Public Works Dept.,621 West Lambert Road,La Habra                                ,90631,County of Orange                        ,City of La Harba Public Works Dept.,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.9252,-117.9522,10852,11303
644,30-AB-0441,1,City of La Palma Corp.Yard LVTOp.,30,Orange,City of La Palma Pubilc Works,8415 Meadowlark Lane,La Palma                                ,90623,County of Orange                        ,City of La Palma Pubilc Works,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.84015,-118.0485,10895,11360
645,30-AB-0409,1,City of Laguna Beach Corporation Yard,30,Orange,City of Laguna Beach,1900 Laguna Canyon Road,Laguna Beach                            ,92651,County of Orange                        ,City of Laguna Beach,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.55778,-117.77472,10837,11287
646,19-AA-1055,1,City of Lakewood LVTO,19,Los Angeles,City of Lakewood Dept. Public Works,5000 Block of Palo Verde Avenue,Lakewood                                ,90713,County of Los Angeles,City of Lakewood Dept. Public Works,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.84785,-118.10741999999999,10248,10410
